time_register,email,student_name,student_id,dob,gender,cccd,phone_number,student_email,faculty,major,class,year,gpa,address,distance,priority_reasons,evidence_images,note
29/01/2026 15:05:52,dangvankhanh11@gmail.com,Đặng Văn Khánh,2251164011,09/02/2005,Nam,1205000011,0338189173,dangvankhanh11@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 4,3.79,Lào Cai,299,,https://drive.google.com/file/d/1WK3COWgvNAddCc-jPMhkR_Mw9B9TAaSo/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong12@gmail.com,Hoàng Văn Long,2251164012,08/12/2006,Nam,1205000012,0800633081,hoangvanlong12@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 4,3.27,Hà Nội,382,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1pMAA9qcobwEyse5tYxAZusUub7prqqGc/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh13@gmail.com,Trần Văn Bình,2251164013,17/01/2005,Nam,1205000013,0931654746,tranvanbinh13@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,2.91,Nghệ An,442,Vùng sâu vùng xa,https://drive.google.com/file/d/1JcSZBRQOTffBsgXJMrMg2Qz56F9L1nFT/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh14@gmail.com,Đặng Văn Khánh,2251164014,11/07/2003,Nam,1205000014,0752895132,dangvankhanh14@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 4,2.78,Lào Cai,251,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1_D2Vcr7_-ulC0pNYADOZ0oLepPhF2xZE/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan15@gmail.com,Ngô Thị Lan,2251164015,10/09/2006,Nữ,1205000015,0654016045,ngothilan15@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 3,3.83,Thanh Hóa,479,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1fYSHnoAWMTaNu0bp8b22rJOafloXmUlm/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh16@gmail.com,Trần Văn Bình,2251164016,27/05/2004,Nam,1205000016,0624331238,tranvanbinh16@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 3,3.36,Gia Lai,184,,https://drive.google.com/file/d/13Mm-LXoxRmUc8QQ2ZfyjKH4euvPYG1ku/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai17@gmail.com,Đỗ Thị Mai,2251164017,11/04/2003,Nữ,1205000017,0563884107,dothimai17@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,3.23,Thanh Hóa,92,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1mjf95nij8wyN-V9eAJR0tKTMjW61UJb3/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh18@gmail.com,Đặng Văn Khánh,2251164018,01/12/2003,Nam,1205000018,0628931860,dangvankhanh18@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 4,3.73,Nghệ An,396,Vùng sâu vùng xa,https://drive.google.com/file/d/18Atx_hadMsMBB2BYFgFwOh-pR_0_I5fT/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh19@gmail.com,Đặng Văn Khánh,2251164019,12/12/2005,Nam,1205000019,0048152642,dangvankhanh19@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,3.37,Thanh Hóa,305,"Hộ nghèo cận nghèo, Vùng sâu vùng xa",https://drive.google.com/file/d/1JIkwnYVK6VRRncL1Scg5q8QZCn6ImqMX/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan20@gmail.com,Nguyễn Văn An,2251164020,14/02/2003,Nam,1205000020,0341097786,nguyenvanan20@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.53,Hưng Yên,75,,https://drive.google.com/file/d/15vj0j2spJjCv2kwkAbIZUpmBfVDhqomB/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai21@gmail.com,Đỗ Thị Mai,2251164021,10/06/2003,Nữ,1205000021,0322716408,dothimai21@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 3,2.82,Thanh Hóa,110,,https://drive.google.com/file/d/1Z0YKiWS7o-dA59Ci0WsUCHAov7IpfcoM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai22@gmail.com,Đỗ Thị Mai,2251164022,02/12/2005,Nữ,1205000022,0162242076,dothimai22@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 2,3.70,Hưng Yên,564,,https://drive.google.com/file/d/1qG2NevgPiBK5evfwdxZOqx89sgR6tSiG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh23@gmail.com,Đặng Văn Khánh,2251164023,24/08/2005,Nam,1205000023,0996348727,dangvankhanh23@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,03.05,Hưng Yên,556,,https://drive.google.com/file/d/1Zoq7yLedmkiPrAzs9k8-cTikLxX7kDwC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh24@gmail.com,Đặng Văn Khánh,2251164024,20/11/2006,Nam,1205000024,0168124701,dangvankhanh24@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 2,2.55,Hưng Yên,463,,https://drive.google.com/file/d/1G3z1uuxHYIlr4J2gBYkSvle-WNIZQHjI/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan25@gmail.com,Ngô Thị Lan,2251164025,18/04/2005,Nữ,1205000025,0507088635,ngothilan25@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 3,3.10,Lào Cai,60,,https://drive.google.com/file/d/1iagrkrP4Qu5Rd3olYY27hHW6_F8Ggyea/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan26@gmail.com,Ngô Thị Lan,2251164026,15/03/2004,Nữ,1205000026,0807679354,ngothilan26@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 4,3.22,Thanh Hóa,272,,https://drive.google.com/file/d/1lz8O2dvedxynsjKfQIKi0GjUmPld59t0/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh27@gmail.com,Đặng Văn Khánh,2251164027,04/02/2004,Nam,1205000027,0741905012,dangvankhanh27@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 2,2.88,Hưng Yên,5,,https://drive.google.com/file/d/1Jg_bxvuUO5cJwGdX_ah1-C1KEbdS3KXN/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong28@gmail.com,Vũ Thị Phương,2251164028,10/07/2003,Nữ,1205000028,0857441450,vuthiphuong28@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,2.90,Thanh Hóa,364,,https://drive.google.com/file/d/1vrOxIaX5zprZpIDifT1tHjxgab6N84Wk/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,lethidieu29@gmail.com,Lê Thị Diệu,2251164029,01/09/2003,Nữ,1205000029,0752413547,lethidieu29@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 3,3.75,Hà Nội,159,,https://drive.google.com/file/d/1c6xuSwXuUYKFtJ13Gol-upEmBkWEqveb/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong30@gmail.com,Vũ Thị Phương,2251164030,15/04/2005,Nữ,1205000030,0380385797,vuthiphuong30@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 4,2.62,Hà Nội,429,,https://drive.google.com/file/d/1IINc6SP2ou_XqlR53MqmgkF9K7qY2n54/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong31@gmail.com,Hoàng Văn Long,2251164031,19/06/2004,Nam,1205000031,0953969741,hoangvanlong31@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 4,2.41,Nghệ An,594,,https://drive.google.com/file/d/1MerAryhpQcRY4xZzflaz-iXE6vNyYTul/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong32@gmail.com,Hoàng Văn Long,2251164032,19/07/2005,Nam,1205000032,0545206953,hoangvanlong32@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 3,2.74,Nghệ An,588,,https://drive.google.com/file/d/15RduE8VLp0w_11NBwM1NMQCErrVpKWM-/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh33@gmail.com,Đặng Văn Khánh,2251164033,02/10/2003,Nam,1205000033,0472972306,dangvankhanh33@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 3,03.09,Hà Nội,364,,https://drive.google.com/file/d/1fqyQKk6-M8H0GWus_HMM9zPDPKv2RW4l/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh34@gmail.com,Trần Văn Bình,2251164034,01/03/2003,Nam,1205000034,0350533770,tranvanbinh34@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 4,2.87,Gia Lai,197,,https://drive.google.com/file/d/1-ZQpAdXxm7im_Dg5mmGy-MkCdgP-DyVS/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh35@gmail.com,Trần Văn Bình,2251164035,05/06/2004,Nam,1205000035,0431656709,tranvanbinh35@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 1,3.24,Hà Nội,449,,https://drive.google.com/file/d/1mMaQprxUOTNpJUM4kq0t7mmVardZTMA9/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh36@gmail.com,Đặng Văn Khánh,2251164036,21/05/2003,Nam,1205000036,0273746750,dangvankhanh36@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 3,2.74,Nghệ An,34,,https://drive.google.com/file/d/1evnY1S_cZTF13BcZFsL8vdTBUWqyIWg3/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan37@gmail.com,Ngô Thị Lan,2251164037,20/09/2003,Nữ,1205000037,0736529627,ngothilan37@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,3.42,Lào Cai,19,,https://drive.google.com/file/d/1p-rb6sWhprZq-1ks_R34JY8TcH_zY3Hx/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan38@gmail.com,Ngô Thị Lan,2251164038,15/07/2003,Nữ,1205000038,0893066563,ngothilan38@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 4,2.88,Nam Định,515,,https://drive.google.com/file/d/1IBqTPc2ItXXVgXD8SR1M_x3ysQU6VNZ-/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai39@gmail.com,Đỗ Thị Mai,2251164039,21/08/2003,Nữ,1205000039,0523951556,dothimai39@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 3,3.40,Nghệ An,582,,https://drive.google.com/file/d/1kbvBkKvd64nqQy3YPj1NiTn7z9m3otkr/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai40@gmail.com,Đỗ Thị Mai,2251164040,09/02/2006,Nữ,1205000040,0585432964,dothimai40@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.55,Thanh Hóa,548,,https://drive.google.com/file/d/13DXDa9Dj898jY1gmg6Awfi6pXimFenb8/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan41@gmail.com,Ngô Thị Lan,2251164041,05/02/2005,Nữ,1205000041,0343968742,ngothilan41@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 3,3.30,Hà Nội,437,,https://drive.google.com/file/d/1ALx9ZzUmI3FMTHnLNg85wW0BXvt-n2oA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan42@gmail.com,Nguyễn Văn An,2251164042,07/08/2006,Nam,1205000042,0201715521,nguyenvanan42@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 3,3.93,Lào Cai,492,,https://drive.google.com/file/d/1LOOKfB2w3UT2dZbbK-QM3TDgyTpfkQ_V/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai43@gmail.com,Đỗ Thị Mai,2251164043,09/07/2004,Nữ,1205000043,0870174532,dothimai43@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 3,3.68,Hà Nội,520,,https://drive.google.com/file/d/15U_QWH1RfhYPYoyKPBoZYzFCn9vPAm9C/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai44@gmail.com,Đỗ Thị Mai,2251164044,23/12/2006,Nữ,1205000044,0457820378,dothimai44@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.72,Gia Lai,424,,https://drive.google.com/file/d/1oFrmHNhQvc1CDkFq5UUT7amlyOUKadsC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai45@gmail.com,Đỗ Thị Mai,2251164045,17/01/2005,Nữ,1205000045,0432413558,dothimai45@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 4,3.48,Nghệ An,39,,https://drive.google.com/file/d/1bbOatzIQepizQv4IXAKbaqOjISnuI2oj/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan46@gmail.com,Ngô Thị Lan,2251164046,21/10/2005,Nữ,1205000046,0537492655,ngothilan46@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 3,2.91,Thanh Hóa,231,,https://drive.google.com/file/d/1Sb0DTz3KHowaqdMn3PH4cM34MMV58M9q/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan47@gmail.com,Nguyễn Văn An,2251164047,23/06/2004,Nam,1205000047,0119680009,nguyenvanan47@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 4,3.38,Hưng Yên,51,,https://drive.google.com/file/d/1v_E5NqdHPiOekmPGiClTp1k827k8D0YD/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,lethidieu48@gmail.com,Lê Thị Diệu,2251164048,07/06/2004,Nữ,1205000048,0046635369,lethidieu48@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 3,2.57,Lào Cai,349,,https://drive.google.com/file/d/1BgsOg7INocFm5AYOOxXFOU48UYXwxCn3/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,tranvanbinh49@gmail.com,Trần Văn Bình,2251164049,17/12/2006,Nam,1205000049,0331096361,tranvanbinh49@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 2,3.20,Lào Cai,207,,https://drive.google.com/file/d/1Y-P277jGt5J0mcXtPibVHoiVo8YiZIRL/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong50@gmail.com,Hoàng Văn Long,2251164050,07/09/2004,Nam,1205000050,0433676513,hoangvanlong50@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 2,2.97,Hà Nội,326,,https://drive.google.com/file/d/1bl2HQCGLR4_FThibSU5qgz6CPgMm0ZsR/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,hoangvanlong51@gmail.com,Hoàng Văn Long,2251164051,29/04/2003,Nam,1205000051,0984097512,hoangvanlong51@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,2.41,Nam Định,144,,https://drive.google.com/file/d/1sDafD6JC9XmufL82bkHfUmEgNCn75PQs/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,phamvancuong52@gmail.com,Phạm Văn Cường,2251164052,21/11/2003,Nam,1205000052,0129091443,phamvancuong52@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,2.61,Nghệ An,221,,https://drive.google.com/file/d/1iEBXT0SATd7ccweOH4RRd2fJNMsvFDLM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,nguyenvanan53@gmail.com,Nguyễn Văn An,2251164053,03/02/2004,Nam,1205000053,0542892776,nguyenvanan53@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,3.78,Gia Lai,285,,https://drive.google.com/file/d/1gTyeOts-GpPNq94gnpW2L7wsIjlrERNR/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh54@gmail.com,Đặng Văn Khánh,2251164054,18/08/2003,Nam,1205000054,0927539740,dangvankhanh54@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 3,3.91,Nam Định,233,,https://drive.google.com/file/d/1-LNkjsVxjgD9Lj8h9lHdAid88sX98z46/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,lethidieu55@gmail.com,Lê Thị Diệu,2251164055,11/03/2003,Nữ,1205000055,0431413302,lethidieu55@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 2,2.62,Nghệ An,453,,https://drive.google.com/file/d/1lGyww9i26H74mpCMHzwuKeOGu5vtEDW0/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh56@gmail.com,Đặng Văn Khánh,2251164056,30/05/2003,Nam,1205000056,0740024768,dangvankhanh56@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 2,3.35,Nam Định,87,,https://drive.google.com/file/d/1dLKwHWhmHFh1JBBtpyzT1W4a7zTALam_/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,ngothilan57@gmail.com,Ngô Thị Lan,2251164057,21/09/2003,Nữ,1205000057,0547826414,ngothilan57@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 4,3.89,Hưng Yên,460,,https://drive.google.com/file/d/1NX9HJ0Vz2fWx3dthsTeMcCT7O_Tzwxf4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,buithihanh58@gmail.com,Bùi Thị Hạnh,2251164058,02/09/2005,Nữ,1205000058,0705398876,buithihanh58@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 3,2.88,Thanh Hóa,408,,https://drive.google.com/file/d/1vyWUnAKIyVX4CCH3B9S0_aoEVY3lDGya/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai59@gmail.com,Đỗ Thị Mai,2251164059,25/08/2003,Nữ,1205000059,0415267062,dothimai59@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 4,2.89,Lào Cai,527,,https://drive.google.com/file/d/1njecNo20Vv0_AwAEpTcAMu2_AcSzwoKE/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dothimai60@gmail.com,Đỗ Thị Mai,2251164060,09/12/2005,Nữ,1205000060,0931908030,dothimai60@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.21,Lào Cai,34,,https://drive.google.com/file/d/1vJANpCVP6WF-hbaEIKRd1ZA7GOJtIsIH/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,lethidieu61@gmail.com,Lê Thị Diệu,2251164061,15/08/2003,Nữ,1205000061,0812019515,lethidieu61@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,3.24,Nghệ An,173,,https://drive.google.com/file/d/1N9SMhOge80DV5q1nRCDmNve-vSO1dsoV/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,dangvankhanh62@gmail.com,Đặng Văn Khánh,2251164062,20/10/2003,Nam,1205000062,0536926986,dangvankhanh62@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,3.91,Nam Định,287,,https://drive.google.com/file/d/1jboZBIIt22ofHL1HOoeGujthPP5N6PiJ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
29/01/2026 15:05:52,vuthiphuong63@gmail.com,Vũ Thị Phương,2251164063,12/01/2004,Nữ,1205000063,0998150990,vuthiphuong63@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 3,3.61,Nghệ An,546,,https://drive.google.com/file/d/1JEJlNsBL_RIaoEbLj-i7C2-DWKe17dT2/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
